Movie,URL,Year,Director,Cast,Genre
"For a Good Time, Call...","https://en.wikipedia.org/wiki/For_a_Good_Time,_Call...",2012,Jamie Travis,"Ari Graynor, Lauren Miller, Mark Webber and Justin Long, Seth Rogen, Mimi Rogers, Nia Vardalos, James Wolk",Comedy
For Ellen,https://en.wikipedia.org/wiki/For_Ellen,2012,So Yong Kim,"Paul Dano, Jon Heder, Jena Malone, Margarita Levieva, Shaylena Mandigo",Drama
For the Love of Money,https://en.wikipedia.org/wiki/For_the_Love_of_Money_(film),2012,Ellie Kanner-Zuckerman,"Yehuda Levi, Delphine Chanéac, Cody Longo, Jeffrey Tambor, Jonathan Lipnicki","Action, Drama"
"Forger, TheThe Forger",https://en.wikipedia.org/wiki/The_Forger_(2012_film),2012,Lawrence Roeck,"Josh Hutcherson, Hayden Panettiere, Lauren Bacall, Alfred Molina, Dina Eastwood",Drama
Forgetting the Girl,https://en.wikipedia.org/wiki/Forgetting_the_Girl_(film),2012,Nate Taylor,"Christopher Denham, Anna Camp, Elizabeth Rice, Paul Sparks, Joel de la Fuente",Drama
Fortress,https://en.wikipedia.org/wiki/Fortress_(2012_film),2012,Michael R. Phillips,"Bug Hall, Donnie Jeffcoat, Sean McGowan, Manu Intiraymi, Howard Gibson",Drama
Frankenweenie,https://en.wikipedia.org/wiki/Frankenweenie_(2012_film),2012,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder, Robert Capron, Conchata Ferrell","Animated, Horror comedy"
Friends with Kids,https://en.wikipedia.org/wiki/Friends_with_Kids,2012,Jennifer Westfeldt,"Adam Scott, Jennifer Westfeldt, Jon Hamm, Kristen Wiig, Maya Rudolph, Chris O'Dowd, Megan Fox, Edward Burns",Comedy
Fun Size,https://en.wikipedia.org/wiki/Fun_Size,2012,Josh Schwartz,"Victoria Justice, Thomas Mann, Jane Levy, Chelsea Handler, Thomas McDonell, Osric Chau, Jackson Nicoll, Josh Pence, Johnny Knoxville (uncredited), Thomas Middleditch, Ana Gasteyer, Holmes Osborne, James Pumphrey, Willam Belli, Peter Navy Tuiasosopo","Comedy, Teen"
Gambit,https://en.wikipedia.org/wiki/Gambit_(2012_film),2012,Michael Hoffman,"Colin Firth, Cameron Diaz, Alan Rickman, Tom Courtenay, Stanley Tucci",Comedy
Gayby,https://en.wikipedia.org/wiki/Gayby,2012,Jonathan Lisecki,"Jenn Harris, Matthew Wilkas",Comedy
Ghost Rider: Spirit of Vengeance,https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance,2012,Neveldine/Taylor,"Nicolas Cage, Ciarán Hinds, Violante Placido, Johnny Whitworth, Christopher Lambert, Idris Elba",Superhero
Girl in Progress,https://en.wikipedia.org/wiki/Girl_in_Progress,2012,Patricia Riggen,"Eva Mendes, Matthew Modine, Cierra Ramirez, Patricia Arquette, Eugenio Derbez",Comedy-drama
God Bless America,https://en.wikipedia.org/wiki/God_Bless_America_(film),2012,Bobcat Goldthwait,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton",Comedy
Gone,https://en.wikipedia.org/wiki/Gone_(2012_film),2012,Heitor Dhalia,"Amanda Seyfried, Daniel Sunjata, Jennifer Carpenter, Sebastian Stan, Wes Bentley",Thriller
Good Deeds,https://en.wikipedia.org/wiki/Good_Deeds,2012,Tyler Perry,"Tyler Perry, Thandie Newton, Brian J. White, Eddie Cibrian, Rebecca Romijn, Jamie Kennedy, Phylicia Rashād, Gabrielle Union",Romantic drama
The Grey,https://en.wikipedia.org/wiki/The_Grey_(film),2012,Joe Carnahan,"Liam Neeson, Frank Grillo, Dermot Mulroney, Dallas Roberts, Joe Anderson, Nonso Anozie, James Badge Dale","Action thriller, Adventure drama"
The Guilt Trip,https://en.wikipedia.org/wiki/The_Guilt_Trip_(film),2012,Anne Fletcher,"Barbra Streisand, Seth Rogen",Comedy
Haywire,https://en.wikipedia.org/wiki/Haywire_(film),2012,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Mathieu Kassovitz, Michael Angarano, with Antonio Banderas and Michael Douglas",Action thriller
Hello I Must Be Going,https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film),2012,Todd Louiso,"Melanie Lynskey, Blythe Danner, Christopher Abbott, John Rubinstein, Dan Futterman, Julie White","Dramedy, Romance"
Here Comes the Boom,https://en.wikipedia.org/wiki/Here_Comes_the_Boom,2012,Frank Coraci,"Kevin James, Salma Hayek, Henry Winkler, Charice Pempengco, Bas Rutten, Reggie Lee, Joe Rogan, Mike Goldberg, Greg Germann, Jason Miller, Melissa Peterman, Bruce Buffer, Krzysztof Soszynski","Comedy, Sports"
Hick,https://en.wikipedia.org/wiki/Hick_(2011_film),2012,Derick Martini,"Chloë Grace Moretz, Eddie Redmayne, Ray McKinnon, Rory Culkin, Juliette Lewis, Blake Lively, Alec Baldwin",Drama
High School,https://en.wikipedia.org/wiki/High_School_(2012_film),2012,"John Stalberg, Jr.","Adrien Brody, Sean Marquette, Matt Bush, Colin Hanks, Adhir Kalyan and Michael Chiklis, Robert Bailey, Jr., Mykelti Williamson, Andrew Wilson",Comedy
Hit and Run,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film),2012,"Dax Shepard, David Palmer","Dax Shepard, Kristen Bell, Bradley Cooper, Tom Arnold, Kristin Chenoweth, Michael Rosenbaum, Joy Bryant, Ryan Hansen, Beau Bridges",Action comedy
Hope Springs,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),2012,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell",Comedy
Hotel Transylvania,https://en.wikipedia.org/wiki/Hotel_Transylvania,2012,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Cee Lo Green","Animated, Comedy"
House at the End of the Street,https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street,2012,Mark Tonderai,"Jennifer Lawrence, Max Thieriot, Gil Bellows and Elisabeth Shue, Nolan Gerard Funk, James Thomas, Allie MacDonald, Jonathan Malen, Jon McLaren, Eva Link",Horror thriller
The Hunger Games,https://en.wikipedia.org/wiki/The_Hunger_Games_(film),2012,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, with Stanley Tucci and Donald Sutherland, Willow Shields, Paula Malcomson, Amandla Stenberg, Alexander Ludwig, Dayo Okeniyi, Isabelle Fuhrman, Jacqueline Emerson, Leven Rambin, Jack Quaid, Toby Jones, Wes Bentley, Latarsha Rose","Action drama, Science fiction"
 I Do,https://en.wikipedia.org/wiki/I_Do_(2012_American_film),2012,Glenn Gaylord,"David W. Ross, Jamie-Lynn Sigler, Grant Bowler, Alicia Witt",Drama
Ice Age: Continental Drift,https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift,2012,"Steve Martino, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Chris Wedge, Jennifer Lopez, Keke Palmer, Aziz Ansari, Drake, Jeremy Renner, Wanda Sykes, Matt Bennett, Nicki Minaj, Ester Dean, Rebel Wilson, Joy Behar, Nick Frost, J. B. Smoove, Heather Morris, Josh Gad, Alan Tudyk, Kunal Nayyar, Alain Chabat","Animated, Family"
Jack Reacher,https://en.wikipedia.org/wiki/Jack_Reacher_(film),2012,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog, David Oyelowo, Robert Duvall",Crime drama
"Jeff, Who Lives at Home","https://en.wikipedia.org/wiki/Jeff,_Who_Lives_at_Home",2012,Jay and Mark Duplass,"Jason Segel, Ed Helms, Susan Sarandon, Judy Greer, Rae Dawn Chong",Comedy
John Carter,https://en.wikipedia.org/wiki/John_Carter_(film),2012,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe, Bryan Cranston, Polly Walker, Daryl Sabara","Action, Science fiction"
Journey 2: The Mysterious Island,https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island,2012,Brad Peyton,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, Kristin Davis","Action-adventure, Family"
Joyful Noise,https://en.wikipedia.org/wiki/Joyful_Noise_(film),2012,Todd Graff,"Queen Latifah, Dolly Parton, Keke Palmer, Jeremy Jordan, Courtney B. Vance, Kris Kristofferson","Comedy, Musical"
Katy Perry: Part of Me 3D,https://en.wikipedia.org/wiki/Katy_Perry:_Part_of_Me_3D,2012,Dan Cutforth and Jane Lipsitz,"Chronicling the life and career of singer Katy Perry. Scenes are taken from the 2011 California Dreams Tour at Staples Center, Los Angeles","Concert, Documentary"
Keep the Lights On,https://en.wikipedia.org/wiki/Keep_the_Lights_On,2012,Ira Sachs,"Thure Lindhardt, Zachary Booth, David Anzuelo, Maria Dizzia, Julianne Nicholson, Souléymane Sy Savané, Paprika Steen",Drama
Killer Joe,https://en.wikipedia.org/wiki/Killer_Joe_(film),2012,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Gina Gershon, Thomas Haden Church, Marc Macaulay","Crime thriller, Dark comedy"
A Late Quartet,https://en.wikipedia.org/wiki/A_Late_Quartet,2012,Yaron Zilberman,"Philip Seymour Hoffman, Mark Ivanir, Catherine Keener, Christopher Walken, Imogen Poots, Liraz Charhi, Wallace Shawn",Drama
Lawless,https://en.wikipedia.org/wiki/Lawless_(film),2012,John Hillcoat,"Shia LaBeouf, Tom Hardy, Gary Oldman, Mia Wasikowska, Jessica Chastain, Dane DeHaan, Jason Clarke, Guy Pearce","Drama, Gangster"
Liberal Arts,https://en.wikipedia.org/wiki/Liberal_Arts_(film),2012,Josh Radnor,"Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney, John Magaro, Elizabeth Reaser, Zac Efron",Comedy-drama
Life of Pi,https://en.wikipedia.org/wiki/Life_of_Pi_(film),2012,Ang Lee,"Suraj Sharma, Irrfan Khan, Tabu, Rafe Spall, Gérard Depardieu","Action-adventure, Drama"
Lincoln,https://en.wikipedia.org/wiki/Lincoln_(2012_film),2012,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones","Biopic, Political drama"
A Little Bit of Heaven,https://en.wikipedia.org/wiki/A_Little_Bit_of_Heaven_(2011_film),2012,Nicole Kassell,"Kate Hudson, Gael García Bernal, Lucy Punch, Romany Malco, Treat Williams, Whoopi Goldberg, Kathy Bates",Romantic comedy
Lockout,https://en.wikipedia.org/wiki/Lockout_(film),2012,James Mather and Stephen St. Leger,"Guy Pearce, Maggie Grace, Vincent Regan, Joseph Gilgun, Lennie James, Peter Stormare","Action, Science fiction"
Lola Versus,https://en.wikipedia.org/wiki/Lola_Versus,2012,Daryl Wein,"Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Bill Pullman, Debra Winger, Hamish Linklater, Cheyenne Jackson",Romance
The Loneliest Planet,https://en.wikipedia.org/wiki/The_Loneliest_Planet,2012,Julia Loktev,"Gael García Bernal, Hani Furstenberg, Bidzina Gujabidze",Thriller
Looper,https://en.wikipedia.org/wiki/Looper_(film),2012,Rian Johnson,"Bruce Willis, Joseph Gordon-Levitt, Emily Blunt, Paul Dano, Qing Xu, Noah Segan, Jeff Daniels, Piper Perabo, Garret Dillahunt",Science fiction
Dr. Seuss' The Lorax,https://en.wikipedia.org/wiki/The_Lorax_(film),2012,"Chris Renaud, Kyle Balda","Danny DeVito, Zac Efron, Taylor Swift, Ed Helms, Rob Riggle, Betty White, Jenny Slate","Animated, Family"
The Lucky One,https://en.wikipedia.org/wiki/The_Lucky_One_(film),2012,Scott Hicks,"Zac Efron, Taylor Schilling, Jay R. Ferguson, Blythe Danner",Romantic drama
Madagascar 3: Europe's Most Wanted,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted,2012,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Frances McDormand, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bryan Cranston, Jessica Chastain, Martin Short, Paz Vega, Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Conrad Vernon","Animated, Family"
Madea's Witness Protection,https://en.wikipedia.org/wiki/Madea%27s_Witness_Protection,2012,Tyler Perry,"Tyler Perry, Eugene Levy, Denise Richards, Doris Roberts, Romeo Miller, Tom Arnold, John Amos, Marla Gibbs, Danielle Campbell, Devan Leos, Jeff Joslin",Comedy
Magic Mike,https://en.wikipedia.org/wiki/Magic_Mike,2012,Steven Soderbergh,"Channing Tatum, Alex Pettyfer and Matthew McConaughey, Cody Horn, Olivia Munn, Matt Bomer, Riley Keough, Joe Manganiello, Kevin Nash, Adam Rodríguez, Gabriel Iglesias",Comedy-drama
The Magic of Belle Isle,https://en.wikipedia.org/wiki/The_Magic_of_Belle_Isle,2012,Rob Reiner,"Morgan Freeman, Virginia Madsen, Kenan Thompson",Drama
Maladies (2012 film),https://en.wikipedia.org/wiki/Maladies_(2012_film),2012,Carter,"James Franco, Catherine Keener, Fallon Goodson",Drama
Man on a Ledge,https://en.wikipedia.org/wiki/Man_on_a_Ledge,2012,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Ed Burns, Titus Welliver, Génesis Rodríguez, Kyra Sedgwick, Ed Harris",Thriller
The Man with the Iron Fists,https://en.wikipedia.org/wiki/The_Man_with_the_Iron_Fists,2012,RZA,"Russell Crowe, Cung Le, Lucy Liu, Byron Mann, RZA, Rick Yune, David Bautista, Jamie Chung",Martial arts
Marley,https://en.wikipedia.org/wiki/Marley_(film),2012,Kevin Macdonald,The life of reggae singer Bob Marley.,"Biographical, Documentary"
The Master,https://en.wikipedia.org/wiki/The_Master_(2012_film),2012,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern",Drama
Men in Black 3,https://en.wikipedia.org/wiki/Men_in_Black_3,2012,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Rip Torn, Emma Thompson, Alice Eve, Nicole Scherzinger, Jemaine Clement, Bill Hader, Keone Young, Yuri Lowenthal (voice)",Sci-fi comedy
Mirror Mirror,https://en.wikipedia.org/wiki/Mirror_Mirror_(film),2012,Tarsem Singh,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Sean Bean, Mare Winningham, Michael Lerner, Robert Emms, Mark Povinelli, Danny Woodburn, Jordan Prentice, Ronald Lee Clark, Sebastian Saraceno, Martin Klebba, Joe Gnoffo, Bonnie Bentley, Nadia Verrucci","Comedy, Fantasy"
"Monsters, Inc. 3D","https://en.wikipedia.org/wiki/Monsters,_Inc.",2012,"Pete Docter, Lee Unkrich, David Silverman (co-directors)","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Frank Oz","Family, Animated"
Moonrise Kingdom,https://en.wikipedia.org/wiki/Moonrise_Kingdom,2012,Wes Anderson,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Harvey Keitel, Marc Rizzo, Jared Gilman, Kara Hayward",Drama
Nobody Walks,https://en.wikipedia.org/wiki/Nobody_Walks,2012,Ry Russo-Young,"John Krasinski, Olivia Thirlby, Rosemarie DeWitt, India Ennenga, Justin Kirk",Comedy-drama
The Odd Life of Timothy Green,https://en.wikipedia.org/wiki/The_Odd_Life_of_Timothy_Green,2012,Peter Hedges,"Jennifer Garner, Joel Edgerton, CJ Adams, Ron Livingston, Dianne Wiest, Odeya Rush, Rosemarie DeWitt, Lin-Manuel Miranda, M. Emmet Walsh, Michael Arden, Lois Smith, David Morse, Common, Rhoda Griffis, Sharon Morris, Jason Davis, Cullen Moss","Dramedy, Fantasy"
One for the Money,https://en.wikipedia.org/wiki/One_for_the_Money_(film),2012,Julie Anne Robinson,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo, Sherri Shepherd, Debbie Reynolds",Action comedy
The Oogieloves in the Big Balloon Adventure,https://en.wikipedia.org/wiki/The_Oogieloves_in_the_Big_Balloon_Adventure,2012,Matthew Diamond,"Toni Braxton, Cloris Leachman, Christopher Lloyd, Chazz Palminteri, Cary Elwes and Jaime Pressly, Maya Stange","Family, Musical"
The Oranges,https://en.wikipedia.org/wiki/The_Oranges_(film),2012,Julian Farino,"Hugh Laurie, Catherine Keener, Oliver Platt, Allison Janney, Alia Shawkat, Adam Brody, Leighton Meester",Romantic comedy
The Paperboy,https://en.wikipedia.org/wiki/The_Paperboy_(2012_film),2012,Lee Daniels,"Matthew McConaughey, Zac Efron, John Cusack, Nicole Kidman, David Oyelowo, Macy Gray (narrator), Scott Glenn, Nikolette Noel, Ned Bellamy",Drama
Paranormal Activity 4,https://en.wikipedia.org/wiki/Paranormal_Activity_4,2012,Henry Joost and Ariel Schulman,"Katie Featherston, Kathryn Newton, Matt Shively, Brady Allen, Aiden Lovekamp, Stephen Dunham, Alexondra Lee",Supernatural horror
ParaNorman,https://en.wikipedia.org/wiki/ParaNorman,2012,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Casey Affleck, Tempestt Bledsoe, John Goodman, Jeff Garlin, Bernard Hill, Anna Kendrick, Leslie Mann, Christopher Mintz-Plasse, Elaine Stritch, Tucker Albrizzi, Alex Borstein, Jodelle Ferland","Animated, Horror comedy, Thriller"
Parental Guidance,https://en.wikipedia.org/wiki/Parental_Guidance_(film),2012,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush","Comedy, Family"
"Peace, Love, & Misunderstanding","https://en.wikipedia.org/wiki/Peace,_Love,_%26_Misunderstanding",2012,Bruce Beresford,"Jane Fonda, Catherine Keener, Jeffrey Dean Morgan, Chace Crawford, Elizabeth Olsen, Nat Wolff, Rosanna Arquette, Kyle MacLachlan",Dramedy
People Like Us,https://en.wikipedia.org/wiki/People_Like_Us_(film),2012,Alex Kurtzman,"Chris Pine, Elizabeth Banks, Olivia Wilde, Michael Hall D'Addario, Mark Duplass, Philip Baker Hall, Jon Favreau, Michelle Pfeiffer",Drama
The Perks of Being a Wallflower,https://en.wikipedia.org/wiki/The_Perks_of_Being_a_Wallflower_(film),2012,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Joan Cusack, Paul Rudd","Dramedy, Teen"
Piranha 3DD,https://en.wikipedia.org/wiki/Piranha_3DD,2012,John Gulager,"Danielle Panabaker, Matt Bush, David Koechner, Chris Zylka, Katrina Bowden, Gary Busey, Christopher Lloyd, David Hasselhoff, Ving Rhames, Paul Scheer, Meagan Tandy, Jean-Luc Bilodeau, Clu Gulager, Paul James Jordan, Adrian Martinez, Shanica Knowles",Horror comedy
Pitch Perfect,https://en.wikipedia.org/wiki/Pitch_Perfect,2012,Jason Moore,"Anna Kendrick, Brittany Snow, Anna Camp, Rebel Wilson, Christopher Mintz-Plasse, Skylar Astin, Freddie Stroma, Alexis Knapp, Adam DeVine, Ester Dean, Brock Kelly, Elizabeth Banks, John Michael Higgins","Comedy, Musical"
The Possession,https://en.wikipedia.org/wiki/The_Possession_(2012_film),2012,Ole Bornedal,"Natasha Callis, Jeffrey Dean Morgan, Kyra Sedgwick, Madison Davenport, Grant Show, Matisyahu",Supernatural horror
Premium Rush,https://en.wikipedia.org/wiki/Premium_Rush,2012,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Jamie Chung",Action
Price Check,https://en.wikipedia.org/wiki/Price_Check,2012,Michael Walker,"Parker Posey, Eric Mabius, Annie Parisse, Josh Pais, Edward Herrmann, Remy Auberjonois, Jayce Bartók, Samrat Chakrabarti, Cheyenne Jackson, Stephen Kunken, Amy Schumer, Matt Servitto, Mackenzie Smith, Melinda Page Hamilton",Comedy
Project X,https://en.wikipedia.org/wiki/Project_X_(2012_film),2012,Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Alexis Knapp, Nichole Bloom, Dax Flame, Miles Teller, Kirby Bliss Blanton",Comedy
Prometheus,https://en.wikipedia.org/wiki/Prometheus_(2012_film),2012,Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron","Action, Horror, Science fiction"
Puppet Master X: Axis Rising,https://en.wikipedia.org/wiki/Puppet_Master_X:_Axis_Rising,2012,Charles Band,"Kip Canyon, Jean Louise O'Sullivan, Oto Brezina, Scott Anthony King, Stephanie Sanditz, Brad Potts, Ian Roberts",Horror
The Queen of Versailles,https://en.wikipedia.org/wiki/The_Queen_of_Versailles,2012,Lauren Greenfield,"The ""riches to rags"" trajectory of high-living former model Jackie Siegel and her attempt to build a Florida version of France's Palace of Versailles.",Documentary
Rampart,https://en.wikipedia.org/wiki/Rampart_(film),2012,Oren Moverman,"Woody Harrelson, Ned Beatty, Ben Foster, Anne Heche, Ice Cube, Cynthia Nixon, Sigourney Weaver, Robert Wisdom, Robin Wright, Steve Buscemi",Crime drama
The Raven,https://en.wikipedia.org/wiki/The_Raven_(2012_film),2012,James McTeigue,"John Cusack, Alice Eve, Oliver Jackson-Cohen, Luke Evans, Brendan Gleeson, Kevin McNally, Pam Ferris, Sergej Trifunović, Ian Virgo, Sam Hazeldine, Brendan Coyle, M. Emmet Walsh",Thriller
Red Dawn,https://en.wikipedia.org/wiki/Red_Dawn_(2012_film),2012,Dan Bradley,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki, Isabel Lucas, Connor Cruise, Jeffrey Dean Morgan","Action, War"
Red Hook Summer,https://en.wikipedia.org/wiki/Red_Hook_Summer,2012,Spike Lee,"Clarke Peters, Nate Parker, Thomas Jefferson Byrd, introducing Toni Lysaith and Jules Brown, Heather Simms, James Ransone, De'Adre Aziza, Isiah Whitlock, Jr., Spike Lee",Dramedy
Red Lights,https://en.wikipedia.org/wiki/Red_Lights_(2012_film),2012,Rodrigo Cortés,"Cillian Murphy, Sigourney Weaver, Toby Jones, Joely Richardson, Elizabeth Olsen and Robert De Niro, Leonardo Sbaraglia, Burn Gorman, Karen David, Craig Roberts",Psychological thriller
Red Tails,https://en.wikipedia.org/wiki/Red_Tails,2012,Anthony Hemingway,"Cuba Gooding, Jr., Terrence Howard, Daniela Ruah, Bryan Cranston, Nate Parker, David Oyelowo, Ryan Early, Method Man, Elijah Kelley, Ne-Yo, Tristan Wilds, Kevin Phillips, Robert Kazinsky, Lee Tergesen, Andre Royo, Marcus T. Paulk, Michael B. Jordan","Action drama, War"
The Reluctant Fundamentalist,https://en.wikipedia.org/wiki/The_Reluctant_Fundamentalist_(film),2012,Mira Nair,"Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland, Om Puri, Shabana Azmi",Political thriller
Resident Evil: Retribution,https://en.wikipedia.org/wiki/Resident_Evil:_Retribution,2012,Paul W. S. Anderson,"Milla Jovovich, Michelle Rodriguez, Kevin Durand, Sienna Guillory, Shawn Roberts, Aryana Engineer, Colin Salmon, Johann Urb, Boris Kodjoe, Li Bingbing, Oded Fehr, Mika Nakashima",Science fiction Thriller
Rise of the Guardians,https://en.wikipedia.org/wiki/Rise_of_the_Guardians,2012,"Peter Ramsey, William Joyce (co-director)","Chris Pine, Isla Fisher, Hugh Jackman, Alec Baldwin, Jude Law, Dakota Goyo","Action-adventure, Animated, Family"
Robot & Frank,https://en.wikipedia.org/wiki/Robot_%26_Frank,2012,Jake Schreier,"Frank Langella, James Marsden, Liv Tyler, Jeremy Strong, Jeremy Sisto, Peter Sarsgaard (voice), Susan Sarandon",Dramedy
Rock of Ages,https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film),2012,Adam Shankman,"Julianne Hough, Diego Boneta, Russell Brand, Paul Giamatti, Catherine Zeta-Jones, Malin Åkerman, Mary J. Blige, Alec Baldwin, Tom Cruise","Musical, Romantic comedy"
Ruby Sparks,https://en.wikipedia.org/wiki/Ruby_Sparks,2012,Jonathan Dayton and Valerie Faris,"Paul Dano, Zoe Kazan, Antonio Banderas, Annette Bening, Steve Coogan, Elliott Gould, Chris Messina, Alia Shawkat, Deborah Ann Woll",Romantic comedy
Safe,https://en.wikipedia.org/wiki/Safe_(2012_film),2012,Boaz Yakin,"Jason Statham, Catherine Chan, Chris Sarandon, Anson Mount, Robert John Burke, James Hong, Reggie Lee, Danny Hoch, Danni Lang, Igor Jijikine, David Kim",Action
Safe House,https://en.wikipedia.org/wiki/Safe_House_(2012_film),2012,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick",Action thriller
Safety Not Guaranteed,https://en.wikipedia.org/wiki/Safety_Not_Guaranteed,2012,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Karan Soni, Jenica Bergere, Kristen Bell, Jeff Garlin, Mary Lynn Rajskub",Comedy
Samsara,https://en.wikipedia.org/wiki/Samsara_(2011_film),2012,Ron Fricke,Exploring the wonders of the world from the mundane to the miraculous.,Documentary
Savages,https://en.wikipedia.org/wiki/Savages_(2012_film),2012,Oliver Stone,"Taylor Kitsch, Aaron Johnson, Blake Lively, Uma Thurman, Salma Hayek, Benicio del Toro, Emile Hirsch, John Travolta, Joel David Moore, Demián Bichir, Mía Maestro, Trevor Donovan, Sandra Echeverría, Gillian Zinser",Crime thriller
Seeking a Friend for the End of the World,https://en.wikipedia.org/wiki/Seeking_a_Friend_for_the_End_of_the_World,2012,Lorene Scafaria,"Steve Carell, Keira Knightley, Adam Brody, Derek Luke, William Petersen, Connie Britton, Patton Oswalt, Melanie Lynskey, Rob Corddry, Melinda Dillon, Rob Huebel, Gillian Jacobs, T. J. Miller, Amy Schumer, Jim O'Heir",Comedy
The Sessions,https://en.wikipedia.org/wiki/The_Sessions_(film),2012,Ben Lewin,"John Hawkes, Helen Hunt, Moon Bloodgood, Annika Marks, Rhea Perlman, Adam Arkin, William H. Macy, W. Earl Brown, Blake Lindsley, Robin Weigert, Rusty Schwimmer, Jenni Baird",Drama
Silent Hill: Revelation 3D,https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,2012,Michael J. Bassett,"Adelaide Clemens, Kit Harington, Deborah Kara Unger, Martin Donovan, Malcolm McDowell, Carrie-Anne Moss, Sean Bean, Radha Mitchell, Heather Marks",Horror thriller
Silent House,https://en.wikipedia.org/wiki/Silent_House_(film),2012,Chris Kentis and Laura Lau,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Haley Murphy",Horror
Silver Linings Playbook,https://en.wikipedia.org/wiki/Silver_Linings_Playbook,2012,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, Julia Stiles, Chris Tucker","Comedy-drama, Romance"
Sinister,https://en.wikipedia.org/wiki/Sinister_(film),2012,Scott Derrickson,"Ethan Hawke, Juliet Rylance, Fred Thompson, James Ransone, Clare Foley, Michael Hall D'Addario, Vincent D'Onofrio",Supernatural horror
Sleepwalk with Me,https://en.wikipedia.org/wiki/Sleepwalk_with_Me,2012,Mike Birbiglia,"Mike Birbiglia, Lauren Ambrose, Cristin Milioti, James Rebhorn, Carol Kane, Marylouise Burke, Loudon Wainwright III, Aya Cash, David Wain, Marc Maron, Sondra James, Kristen Schaal, Jessi Klein, Wyatt Cenac",Comedy
