Movie,URL,Year,Director,Cast,Genre,Movie_ID
Bandslam,https://en.wikipedia.org/wiki/Bandslam,2009,Todd Graff,"Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter, Lisa Kudrow",Musical,2290
Battle for Terra,https://en.wikipedia.org/wiki/Battle_for_Terra,2009,Aristomenis Tsirbas,"Evan Rachel Wood, Brian Cox, James Garner, Chris Evans, Danny Glover, Amanda Peet, David Cross, Justin Long, Dennis Quaid, Luke Wilson","Science fiction, Animated",2291
Berdella[2],https://en.wikipedia.org/wiki/Berdella,2009,"Paul South, William Taft","Vito Spino, Seth Correa, Marc Saleme, Steve Williams","Biography, Horror",2292
Beyond a Reasonable Doubt,https://en.wikipedia.org/wiki/Beyond_a_Reasonable_Doubt_(2009_film),2009,Peter Hyams,"Michael Douglas, Jesse Metcalfe, Amber Tamblyn, Orlando Jones",Drama,2293
Big Fan,https://en.wikipedia.org/wiki/Big_Fan,2009,Robert D. Siegel,"Patton Oswalt, Kevin Corrigan, Michael Rapaport, Marcia Jean Kurtz",Drama,2294
The Blind Side,https://en.wikipedia.org/wiki/The_Blind_Side_(film),2009,John Lee Hancock,"Sandra Bullock, Kathy Bates, Tim McGraw, Ray McKinnon, Quinton Aaron",Drama,2295
Boogie Town,https://en.wikipedia.org/wiki/Boogie_Town,2009,Chris Stokes,"Marques Houston, Brenda Song",Dance,2296
The Boondock Saints II: All Saints Day,https://en.wikipedia.org/wiki/The_Boondock_Saints_II:_All_Saints_Day,2009,Troy Duffy,"Sean Patrick Flanery, Norman Reedus, Clifton Collins, Jr., Julie Benz, Judd Nelson, Bob Marley, Brian Mahoney, David Ferry, David Della Rocco, Peter Fonda, Billy Connolly",Action,2297
The Box,https://en.wikipedia.org/wiki/The_Box_(2009_film),2009,Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Gillian Jacobs",Science fiction,2298
Bride Wars,https://en.wikipedia.org/wiki/Bride_Wars,2009,Gary Winick,"Kate Hudson, Anne Hathaway, Candice Bergen",Comedy,2299
Brothers,https://en.wikipedia.org/wiki/Brothers_(2009_film),2009,Jim Sheridan,"Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard",War,2300
The Brothers Bloom,https://en.wikipedia.org/wiki/The_Brothers_Bloom,2009,Rian Johnson,"Adrien Brody, Mark Ruffalo, Rachel Weisz, Rinko Kikuchi, Robbie Coltrane, Maximilian Schell","Comedy, Crime",2301
Brother's War,https://en.wikipedia.org/w/index.php?title=Brother%27s_War&action=edit&redlink=1,2009,Jerry Buteyn,"Tino Struckmann, Michael Berryman",War,2302
Brothers at War,https://en.wikipedia.org/wiki/Brothers_at_War,2009,Jake Rademacher,Soldiers in the Iraq War,Documentary,2303
Brüno,https://en.wikipedia.org/wiki/Br%C3%BCno,2009,Larry Charles,Sacha Baron Cohen,Mockumentary,2304
 C Me Dance,https://en.wikipedia.org/wiki/C_Me_Dance,2009,Greg Robbins,"Greg Robbins, Christina DeMarco, Laura Romeo, Peter Kent",Thriller,2305
Capitalism: A Love Story,https://en.wikipedia.org/wiki/Capitalism:_A_Love_Story,2009,Michael Moore,The financial crisis of 2007–2010,Documentary,2306
Carriers,https://en.wikipedia.org/wiki/Carriers_(film),2009,"Alex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni",Horror,2307
The Chaos Experiment,https://en.wikipedia.org/wiki/The_Chaos_Experiment,2009,Philippe Martinez,"Val Kilmer, Armand Assante, Eric Roberts",Drama,2308
A Christmas Carol,https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film),2009,Robert Zemeckis,"Jim Carrey, Gary Oldman, Cary Elwes, Colin Firth",Animation,2309
Cirque du Freak: The Vampire's Assistant,https://en.wikipedia.org/wiki/Cirque_du_Freak:_The_Vampire%27s_Assistant,2009,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Michael Cerveris, Ray Stevenson, Patrick Fugit, Willem Dafoe, Salma Hayek",Fantasy,2310
Cloudy with a Chance of Meatballs,https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_(film),2009,"Phil Lord, Chris Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker, Lauren Graham, Will Forte",Animated,2311
Cold Souls,https://en.wikipedia.org/wiki/Cold_Souls,2009,Sophie Barthes,"Paul Giamatti, Emily Watson, David Strathairn, Dina Korzun",Comedy,2312
The Collector,https://en.wikipedia.org/wiki/The_Collector_(2009_film),2009,Marcus Dunstan,"Josh Stewart, Michael Reilly Burke, Andrea Roth, Juan Fernández",Horror,2313
Confessions of a Shopaholic,https://en.wikipedia.org/wiki/Confessions_of_a_Shopaholic_(film),2009,P. J. Hogan,"Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas, Leslie Bibb",Romantic comedy,2314
Coraline,https://en.wikipedia.org/wiki/Coraline_(film),2009,Henry Selick,"Dakota Fanning, Teri Hatcher, Ian McShane, Jennifer Saunders, Dawn French",Animated,2315
Couples Retreat,https://en.wikipedia.org/wiki/Couples_Retreat,2009,Peter Billingsley,"Vince Vaughn, Jon Favreau, Jason Bateman, Faizon Love, Kristin Davis, Malin Åkerman, Kristen Bell, Kali Hawk, Jean Reno",Comedy,2316
The Cove,https://en.wikipedia.org/wiki/The_Cove_(film),2009,Louie Psihoyos,"The annual killing of dolphins at Taiji, Wakayama",Documentary,2317
Crank: High Voltage,https://en.wikipedia.org/wiki/Crank:_High_Voltage,2009,"Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Clifton Collins, Jr., Efren Ramirez, Dwight Yoakam, Reno Wilson, Bai Ling, David Carradine",Action,2318
Crazy Heart,https://en.wikipedia.org/wiki/Crazy_Heart,2009,Scott Cooper,"Jeff Bridges, Maggie Gyllenhaal, Robert Duvall, Colin Farrell","Drama, Musical",2319
The Cross,https://en.wikipedia.org/wiki/The_Cross_(2009_film),2009,Matthew Crouch,Arthur Blessitt,Documentary,2320
Crossing Over,https://en.wikipedia.org/wiki/Crossing_Over_(film),2009,Wayne Kramer,"Harrison Ford, Sean Penn, Jim Sturgess, Ashley Judd, Alice Eve, Alice Braga, Cliff Curtis, Summer Bishil, Ray Liotta",Drama,2321
 Dance Flick,https://en.wikipedia.org/wiki/Dance_Flick,2009,Damien Dante Wayans,"Shoshana Bush, Damon Wayans, Jr.","Dance, Parody",2322
Did You Hear About the Morgans?,https://en.wikipedia.org/wiki/Did_You_Hear_About_the_Morgans%3F,2009,Marc Lawrence,"Hugh Grant, Sarah Jessica Parker, Sam Elliott, Mary Steenburgen, Elisabeth Moss, Wilford Brimley, Michael Kelly",Comedy,2323
District 9,https://en.wikipedia.org/wiki/District_9,2009,Neill Blomkamp,"Sharlto Copley, Jason Cope, David James",Science fiction,2324
Drag Me to Hell,https://en.wikipedia.org/wiki/Drag_Me_to_Hell,2009,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza",Horror,2325
Dragonball Evolution,https://en.wikipedia.org/wiki/Dragonball_Evolution,2009,James Wong,"Justin Chatwin, Emmy Rossum, Joon Park, Chow Yun-fat, James Marsters, Eriko Tamura, Jamie Chung, Randall Duk Kim","Action, Fantasy",2326
Duplicity,https://en.wikipedia.org/wiki/Duplicity_(film),2009,Tony Gilroy,"Julia Roberts, Clive Owen, Tom Wilkinson, Paul Giamatti",Crime,2327
 Echelon Conspiracy,https://en.wikipedia.org/wiki/Echelon_Conspiracy,2009,Greg Marcks,"Shane West, Edward Burns, Ving Rhames, Jonathan Pryce, Tamara Feldman",Action,2328
Every Little Step,https://en.wikipedia.org/wiki/Every_Little_Step_(film),2009,"James D. Stern, Adam Del Deo",The casting of the 2006 Broadway revival of A Chorus Line,Documentary,2329
Everybody's Fine,https://en.wikipedia.org/wiki/Everybody%27s_Fine_(2009_film),2009,Nick Jones,"Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",Drama,2330
Extract,https://en.wikipedia.org/wiki/Extract_(film),2009,Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, J. K. Simmons, Ben Affleck",Comedy,2331
 Fame,https://en.wikipedia.org/wiki/Fame_(2009_film),2009,Kevin Tancharoen,"Debbie Allen, Charles S. Dutton, Kelsey Grammer, Megan Mullally, Bebe Neuwirth, Asher Book, Kristy Flores, Paul Iacono, Paul McGill, Naturi Naughton, Kay Panabaker, Kherington Payne, Collins Pennie, Walter Perez, Anna Maria Perez de Taglé","Drama, Musical",2332
Fantastic Mr. Fox,https://en.wikipedia.org/wiki/Fantastic_Mr._Fox_(film),2009,Wes Anderson,"George Clooney, Meryl Streep, Cate Blanchett, Anjelica Huston",Animated film,2333
Fast & Furious,https://en.wikipedia.org/wiki/Fast_%26_Furious_(2009_film),2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",Action,2334
Fighting,https://en.wikipedia.org/wiki/Fighting_(2009_film),2009,Dito Montiel,"Channing Tatum, Terrence Howard",Action,2335
The Final Destination,https://en.wikipedia.org/wiki/The_Final_Destination,2009,David R. Ellis,"Bobby Campo, Shantel VanSanten, Haley Webb, Nick Zano, Mykelti Williamson",Horror,2336
Fired Up!,https://en.wikipedia.org/wiki/Fired_Up!,2009,Will Gluck,"Nick D'Agosto, Eric Christian Olsen, Sarah Roemer, AnnaLynne McCord, Molly Sims, John Michael Higgins","Comedy, Teen",2337
"Food, Inc.","https://en.wikipedia.org/wiki/Food,_Inc.",2009,Robert Kenner,Agricultural food production in United States,Documentary,2338
Fragments,https://en.wikipedia.org/wiki/Fragments_(film),2009,Rowan Woods,"Kate Beckinsale, Dakota Fanning, Guy Pearce, Josh Hutcherson, Forest Whitaker, Jennifer Hudson, Jackie Earle Haley, Jeanne Tripplehorn, Embeth Davidtz",Drama,2339
Friday the 13th,https://en.wikipedia.org/wiki/Friday_the_13th_(2009_film),2009,Marcus Nispel,"Jared Padalecki, Danielle Panabaker, Aaron Yoo, Amanda Righetti",Horror,2340
Funny People,https://en.wikipedia.org/wiki/Funny_People,2009,Judd Apatow,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana, Jonah Hill, RZA, Jason Schwartzman",Comedy drama,2341
 G-Force,https://en.wikipedia.org/wiki/G-Force_(film),2009,Hoyt Yeatman,"Bill Nighy, Will Arnett, Zach Galifianakis, Nicolas Cage, Sam Rockwell, Jon Favreau, Penélope Cruz, Steve Buscemi, Tracy Morgan","Family, Live-action/animated film",2342
G.I. Joe: The Rise of Cobra,https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra,2009,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans, Saïd Taghmaoui, Jonathan Pryce, Rachel Nichols, Sienna Miller, Lee Byung-hun, Joseph Gordon-Levitt, Christopher Eccleston, Adewale Akinnuoye-Agbaje","Action, Adventure",2343
Gallowwalker,https://en.wikipedia.org/wiki/Gallowwalker,2009,Andrew Goth,"Wesley Snipes, Riley Smith, Patrick Bergin","Horror, Western",2344
Gamer,https://en.wikipedia.org/wiki/Gamer_(film),2009,"Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall, Chris ""Ludacris"" Bridges, Kyra Sedgwick, Amber Valletta, Logan Lerman, Terry Crews","Action, Science fiction",2345
Gentlemen Broncos,https://en.wikipedia.org/wiki/Gentlemen_Broncos,2009,Jared Hess,"Michael Angarano, Jemaine Clement, Sam Rockwell, Jennifer Coolidge",Comedy,2346
Ghosts of Girlfriends Past,https://en.wikipedia.org/wiki/Ghosts_of_Girlfriends_Past,2009,Mark Waters,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer, Lacey Chabert, Emma Stone, Anne Archer, Robert Forster, Amanda Walsh, Noureen DeWulf","Fantasy, Romantic comedy",2347
Gigantic,https://en.wikipedia.org/wiki/Gigantic_(2008_film),2009,Matt Aselton,"Paul Dano, Zooey Deschanel, Ed Asner, Jane Alexander, John Goodman",Comedy,2348
The Girlfriend Experience,https://en.wikipedia.org/wiki/The_Girlfriend_Experience,2009,Steven Soderbergh,Sasha Grey,Drama,2349
"The Goods: Live Hard, Sell Hard","https://en.wikipedia.org/wiki/The_Goods:_Live_Hard,_Sell_Hard",2009,Neal Brennan,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner, Kathryn Hahn, Ed Helms, Jordana Spiro, Craig Robinson, Ken Jeong, Rob Riggle, Noureen DeWulf, Tony Hale, Joey Kern, Alan Thicke, Will Ferrell",Comedy,2350
The Great Buck Howard,https://en.wikipedia.org/wiki/The_Great_Buck_Howard,2009,Sean McGinly,"John Malkovich, Colin Hanks, Emily Blunt, Steve Zahn, Tom Hanks",Comedy-drama,2351
The Grudge 3,https://en.wikipedia.org/wiki/The_Grudge_3,2009,Toby Wilkins,"Johanna Braddy, Gil McKinney, Shawnee Smith, Emi Ikehata, Jadie Hobson, Beau Mirchoff, Marina Sirtis, Matthew Knight",Horror–Thriller,2352
 Halloween II,https://en.wikipedia.org/wiki/Halloween_II_(2009_film),2009,Rob Zombie,"Malcolm McDowell, Sheri Moon Zombie, Scout Taylor-Compton, Tyler Mane, Brad Dourif, Danielle Harris",Horror,2353
The Hangover,https://en.wikipedia.org/wiki/The_Hangover,2009,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Heather Graham, Justin Bartha",Comedy,2354
Hannah Montana: The Movie,https://en.wikipedia.org/wiki/Hannah_Montana:_The_Movie,2009,Peter Chelsom,"Miley Cyrus, Emily Osment, Jason Earles, Mitchel Musso, Moisés Arias, Melora Hardin, Vanessa Williams, Billy Ray Cyrus, Lucas Till","Family, Musical",2355
Harry Potter and the Half-Blood Prince,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film),2009,David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson, Jim Broadbent, Helena Bonham Carter, Robbie Coltrane, Warwick Davis, Michael Gambon, Alan Rickman, Maggie Smith, Timothy Spall, David Thewlis, Julie Walters","Family, Fantasy",2356
The Haunting in Connecticut,https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut,2009,Peter Cornwell,"Virginia Madsen, Kyle Gallner, Martin Donovan, Elias Koteas, Amanda Crew",Horror,2357
He's Just Not That Into You,https://en.wikipedia.org/wiki/He%27s_Just_Not_That_Into_You_(film),2009,Ken Kwapis,"Ben Affleck, Jennifer Aniston, Drew Barrymore, Jennifer Connelly, Kevin Connelly, Bradley Cooper, Ginnifer Goodwin, Scarlett Johansson, Justin Long",Romantic comedy,2358
The Hole,https://en.wikipedia.org/wiki/The_Hole_(2009_film),2009,Joe Dante,"Teri Polo, Chris Massoglia, Haley Bennett","Fantasy, Thriller",2359
Homecoming,https://en.wikipedia.org/wiki/Homecoming_(2009_film),2009,Morgan J. Freeman,"Mischa Barton, Matt Long, Jessica Stroup",Horror,2360
Horrorween,https://en.wikipedia.org/wiki/Horrorween,2009,Joe Estevez,"Chuck Lamb, Ed Meyer, Tila Tequila",Comedy horror,2361
Horsemen,https://en.wikipedia.org/wiki/Horsemen_(film),2009,Jonas Åkerlund,"Dennis Quaid, Zhang Ziyi, Clifton Collins, Jr., Patrick Fugit, Peter Stormare",Crime drama,2362
Hotel for Dogs,https://en.wikipedia.org/wiki/Hotel_for_Dogs_(film),2009,Thor Freudenthal,"Emma Roberts, Jake T. Austin, Kyla Pratt, Don Cheadle, Lisa Kudrow, Kevin Dillon","Comedy, Family",2363
Humpday,https://en.wikipedia.org/wiki/Humpday,2009,Lynn Shelton,"Mark Duplass, Joshua Leonard, Alycia Delmore",Comedy,2364
 I Can Do Bad All By Myself,https://en.wikipedia.org/wiki/I_Can_Do_Bad_All_By_Myself_(film),2009,Tyler Perry,"Tyler Perry, Taraji P. Henson, Mary J. Blige, Adam Rodríguez, Brian White, Gladys Knight, Pastor Marvin Winans","Comedy, Drama",2365
I Hate Valentine's Day,https://en.wikipedia.org/wiki/I_Hate_Valentine%27s_Day,2009,Nia Vardalos,"Nia Vardalos, John Corbett",Romantic comedy,2366
I Hope They Serve Beer in Hell,https://en.wikipedia.org/wiki/I_Hope_They_Serve_Beer_in_Hell_(film),2009,Bob Gosse,"Matt Czuchry, Jesse Bradford, Geoff Stults",Comedy,2367
The Hurt Locker,https://en.wikipedia.org/wiki/The_Hurt_Locker,2009,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Evangeline Lilly, Ralph Fiennes, David Morse, Guy Pearce",War,2368
"I Love You, Beth Cooper","https://en.wikipedia.org/wiki/I_Love_You,_Beth_Cooper_(film)",2009,Chris Columbus,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London, Lauren Storm, Alan Ruck, Cynthia Stevenson","Comedy, Teen",2369
"I Love You, Man","https://en.wikipedia.org/wiki/I_Love_You,_Man",2009,John Hamburg,"Paul Rudd, Jason Segel",Comedy,2370
Ice Age: Dawn of the Dinosaurs,https://en.wikipedia.org/wiki/Ice_Age:_Dawn_of_the_Dinosaurs,2009,"Carlos Saldanha, Mike Thurmeier","Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Josh Peck, Simon Pegg",Family,2371
Imagine That,https://en.wikipedia.org/wiki/Imagine_That_(film),2009,Karey Kirkpatrick,Eddie Murphy,Comedy,2372
The Imaginarium of Doctor Parnassus,https://en.wikipedia.org/wiki/The_Imaginarium_of_Doctor_Parnassus,2009,Terry Gilliam,"Heath Ledger, Christopher Plummer, Lily Cole, Verne Troyer, Andrew Garfield, Tom Waits, Johnny Depp, Jude Law, Colin Farrell","Adventure, Comedy",2373
The Informant!,https://en.wikipedia.org/wiki/The_Informant!,2009,Steven Soderbergh,"Matt Damon, Scott Bakula, Joel McHale, Melanie Lynskey","Black comedy, Biography",2374
The Informers,https://en.wikipedia.org/wiki/The_Informers_(2008_film),2009,Gregor Jordan,"Billy Bob Thornton, Kim Basinger, Winona Ryder, Mickey Rourke, Jon Foster, Amber Heard, Rhys Ifans, Chris Isaak, Austin Nichols, Lou Taylor Pucci, Mel Raido, Brad Renfro",Drama,2375
Inglourious Basterds,https://en.wikipedia.org/wiki/Inglourious_Basterds,2009,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Daniel Brühl, Diane Kruger, Michael Fassbender, Eli Roth, Til Schweiger","War, Science fiction",2376
The International,https://en.wikipedia.org/wiki/The_International_(2009_film),2009,Tom Tykwer,"Clive Owen, Naomi Watts","Action, Thriller",2377
Invictus,https://en.wikipedia.org/wiki/Invictus_(film),2009,Clint Eastwood,"Morgan Freeman, Matt Damon","Biography, Drama",2378
An Invisible Sign,https://en.wikipedia.org/wiki/An_Invisible_Sign,2009,Marilyn Agrelo,"Jessica Alba, J. K. Simmons, Chris Messina",Drama,2379
The Invention of Lying,https://en.wikipedia.org/wiki/The_Invention_of_Lying,2009,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Rob Lowe, Tina Fey, Christopher Guest","Comedy, Science fiction",2380
It Might Get Loud,https://en.wikipedia.org/wiki/It_Might_Get_Loud,2009,Davis Guggenheim,"The careers and styles of Jimmy Page, The Edge, and Jack White",Documentary,2381
It's Complicated,https://en.wikipedia.org/wiki/It%27s_Complicated_(film),2009,Nancy Meyers,"Robert Adamson, Blanchard Ryan, Meryl Streep, Steve Martin, Alec Baldwin",Romantic comedy,2382
 Janky Promoters,https://en.wikipedia.org/wiki/Janky_Promoters,2009,Marcus Raboy,"Ice Cube, Mike Epps, Young Jeezy",Comedy,2383
Jennifer's Body,https://en.wikipedia.org/wiki/Jennifer%27s_Body,2009,Karyn Kusama,"Megan Fox, Amanda Seyfried, Johnny Simmons, J. K. Simmons, Amy Sedaris, Adam Brody","Comedy horror, Teen",2384
Jonas Brothers: The 3D Concert Experience,https://en.wikipedia.org/wiki/Jonas_Brothers:_The_3D_Concert_Experience,2009,Bruce Hendricks,"Jonas Brothers, Demi Lovato, Taylor Swift, Christa B. Allen",Concert,2385
Julie & Julia,https://en.wikipedia.org/wiki/Julie_%26_Julia,2009,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond","Biography, Romantic comedy",2386
 Knowing,https://en.wikipedia.org/wiki/Knowing_(film),2009,Alex Proyas,Nicolas Cage,Science fiction,2387
Labor Pains,https://en.wikipedia.org/wiki/Labor_Pains,2009,Lara Shapiro,"Lindsay Lohan, Luke Kirby, Cheryl Hines, Chris Parnell, Bridgit Mendler, Kevin Covais","Romantic comedy, Romantic",2388
 Laid to Rest,https://en.wikipedia.org/wiki/Laid_to_Rest_(film),2009,Robert Green Hall,"Bobbi Sue Luther, Kevin Gage, Sean Whalen, Johnathon Schaech, Thomas Dekker, Nick Principe, Richard Lynch, Lena Headey",Horror,2389
Land of the Lost,https://en.wikipedia.org/wiki/Land_of_the_Lost_(film),2009,Brad Silberling,"Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone",Adventure,2390
The Last House on the Left,https://en.wikipedia.org/wiki/The_Last_House_on_the_Left_(2009_film),2009,Dennis Iliadis,"Garret Dillahunt, Rhys Coiro, Martha MacIsaac, Riki Lindhome, Tony Goldwyn, Monica Potter, Spencer Treat Clark, Sara Paxton",Horror,2391
Law Abiding Citizen,https://en.wikipedia.org/wiki/Law_Abiding_Citizen,2009,F. Gary Gray,"Gerard Butler, Jamie Foxx, Colm Meaney, Bruce McGill, Regina Hall, Viola Davis",Thriller,2392
Life During Wartime,https://en.wikipedia.org/wiki/Life_During_Wartime_(film),2009,Todd Solondz,"Ally Sheedy, Gaby Hoffmann",Comedy-drama,2393
The Lightkeepers,https://en.wikipedia.org/wiki/The_Lightkeepers,2009,Daniel Adams,"Richard Dreyfuss, Blythe Danner, Mamie Gummer",Comedy,2394
The Limits of Control,https://en.wikipedia.org/wiki/The_Limits_of_Control,2009,Jim Jarmusch,"Isaach de Bankolé, Bill Murray, Tilda Swinton, Gael García Bernal",Crime drama,2395
Love Happens,https://en.wikipedia.org/wiki/Love_Happens,2009,Brandon Camp,"Aaron Eckhart, Jennifer Aniston",Romance,2396
Love N' Dancing,https://en.wikipedia.org/wiki/Love_N%27_Dancing,2009,Robert Iscove,"Amy Smart, Tom Malloy, Billy Zane","Dance, Romance",2397
The Lovely Bones,https://en.wikipedia.org/wiki/The_Lovely_Bones_(film),2009,Peter Jackson,"Saoirse Ronan, Rachel Weisz, Mark Wahlberg, Stanley Tucci",Drama,2398
Lymelife,https://en.wikipedia.org/wiki/Lymelife,2009,Derick Martini,"Alec Baldwin, Emma Roberts, Rory Culkin, Kieran Culkin, Jill Hennessy, Timothy Hutton, Cynthia Nixon",Drama,2399
 Madea Goes to Jail,https://en.wikipedia.org/wiki/Madea_Goes_to_Jail,2009,Tyler Perry,"Tyler Perry, Sofía Vergara, Vanessa Ferlito, Derek Luke, Keshia Knight Pulliam, David Mann, Ion Overman, RonReaco Lee, Viola Davis","Comedy, Drama",2400
The Maiden Heist,https://en.wikipedia.org/wiki/The_Maiden_Heist,2009,Peter Hewitt,"Christopher Walken, Morgan Freeman, William H. Macy","Comedy, Crime",2401
Management,https://en.wikipedia.org/wiki/Management_(film),2009,Stephen Belber,"Steve Zahn, Jennifer Aniston, Woody Harrelson, Fred Ward",Comedy,2402
Me and Orson Welles,https://en.wikipedia.org/wiki/Me_and_Orson_Welles,2009,Richard Linklater,"Ben Chaplin, Claire Danes, Zac Efron, Zoe Kazan, Eddie Marsan, Christian McKay, Kelly Reilly, James Tupper","Biography, Drama",2403
The Men Who Stare at Goats,https://en.wikipedia.org/wiki/The_Men_Who_Stare_at_Goats_(film),2009,Grant Heslov,"Ewan McGregor, George Clooney, Kevin Spacey, Jeff Bridges",Comedy,2404
The Merry Gentleman,https://en.wikipedia.org/wiki/The_Merry_Gentleman,2009,Michael Keaton,"Michael Keaton, Kelly Macdonald",Dramedy,2405
The Messenger,https://en.wikipedia.org/wiki/The_Messenger_(2009_film),2009,Oren Moverman,"Ben Foster, Woody Harrelson, Samantha Morton, Jena Malone, Steve Buscemi",Drama,2406
Michael Jackson's This Is It,https://en.wikipedia.org/wiki/Michael_Jackson%27s_This_Is_It,2009,Kenny Ortega,"Michael Jackson's final concert, canceled after his death",Documentary,2407
Miss March,https://en.wikipedia.org/wiki/Miss_March,2009,"Zach Cregger, Trevor Moore","Zach Cregger, Trevor Moore, Raquel Alessi, Molly Stanton, Craig Robinson",Comedy,2408
Monsters vs. Aliens,https://en.wikipedia.org/wiki/Monsters_vs._Aliens,2009,"Rob Letterman, Conrad Vernon","Reese Witherspoon, Seth Rogen, Hugh Laurie, Rainn Wilson, Kiefer Sutherland, Will Arnett, Stephen Colbert, Paul Rudd",Animated film,2409
Motherhood,https://en.wikipedia.org/wiki/Motherhood_(2009_film),2009,Katherine Dieckmann,"Uma Thurman, Minnie Driver, Anthony Edwards",Comedy,2410
My Bloody Valentine 3D,https://en.wikipedia.org/wiki/My_Bloody_Valentine_3D,2009,Patrick Lussier,"Jensen Ackles, Jaime King, Kerr Smith",Horror,2411
My Life in Ruins,https://en.wikipedia.org/wiki/My_Life_in_Ruins,2009,Donald Petrie,"Nia Vardalos, Richard Dreyfuss",Romantic comedy,2412
My Sister's Keeper,https://en.wikipedia.org/wiki/My_Sister%27s_Keeper_(film),2009,Nick Cassavetes,"Cameron Diaz, Alec Baldwin, Abigail Breslin, Sofia Vassilieva, Joan Cusack, Thomas Dekker, Jason Patric",Drama,2413
My One and Only,https://en.wikipedia.org/wiki/My_One_and_Only_(film),2009,Richard Loncraine,"Renée Zellweger, Chris Noth, Kevin Bacon",Comedy,2414
 New in Town,https://en.wikipedia.org/wiki/New_in_Town,2009,Jonas Elmer,"Renée Zellweger, Harry Connick, Jr.",Romantic comedy,2415
New Moon,https://en.wikipedia.org/wiki/New_Moon_(2009_film),2009,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner","Fantasy, Romance",2416
"New York, I Love You","https://en.wikipedia.org/wiki/New_York,_I_Love_You",2009,10 directors,"Bradley Cooper, Chris Cooper, Shia LaBeouf, Orlando Bloom, Andy García, Natalie Portman, Rachel Bilson, Julie Christie, James Caan","Anthology, Romance",2417
Next Day Air,https://en.wikipedia.org/wiki/Next_Day_Air,2009,Benny Boom,"Donald Faison, Mike Epps, Wood Harris, Omari Hardwick, Darius McCrary, Yasmin Deliz, Mos Def","Comedy, Crime",2418
Night at the Museum: Battle of the Smithsonian,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian,2009,Shawn Levy,"Ben Stiller, Dick Van Dyke, Robin Williams, Amy Adams, Hank Azaria, Owen Wilson, Steve Coogan, Jonah Hill, Ricky Gervais","Adventure, Family",2419
Nine,https://en.wikipedia.org/wiki/Nine_(2009_live-action_film),2009,Rob Marshall,"Daniel Day-Lewis, Marion Cotillard, Nicole Kidman, Penélope Cruz, Kate Hudson, Judi Dench, Fergie, Sophia Loren",Musical,2420
Ninja Assassin,https://en.wikipedia.org/wiki/Ninja_Assassin,2009,James McTeigue,"Rain, Naomie Harris, Rick Yune, Ben Miles, Sho Kosugi, Sung Kang","Action, Martial arts",2421
Not Easily Broken,https://en.wikipedia.org/wiki/Not_Easily_Broken,2009,Bill Duke,"Morris Chestnut, Taraji P. Henson, Kevin Hart, Eddie Cibrian, Jenifer Lewis",Drama,2422
Not Forgotten,https://en.wikipedia.org/wiki/Not_Forgotten_(film),2009,Dror Soref,"Simon Baker, Paz Vega",Thriller,2423
